measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Gabon,Both,All Ages,Nutritional deficiencies,Percent,1995,0.025427550083749664,0.034106293983519324,0.01850885003007047
DALYs (Disability-Adjusted Life Years),Austria,Both,All Ages,Nutritional deficiencies,Percent,1995,0.003557064677353949,0.0047300221316241686,0.0024906546542898143
DALYs (Disability-Adjusted Life Years),Ukraine,Both,All Ages,Nutritional deficiencies,Percent,1995,0.004395534431996625,0.00578520884859994,0.0032822053988037516
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All Ages,Nutritional deficiencies,Percent,1995,0.009833895351874736,0.013733141506275892,0.007189514466544868
DALYs (Disability-Adjusted Life Years),Belgium,Both,All Ages,Nutritional deficiencies,Percent,1995,0.004009749400287638,0.005195835572338006,0.002957340686137894
DALYs (Disability-Adjusted Life Years),Chad,Both,All Ages,Nutritional deficiencies,Percent,1995,0.06397407380119335,0.09135443813486538,0.041598885896001414
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,All Ages,Nutritional deficiencies,Percent,2000,0.008708584595501608,0.012110195953522553,0.006054115995023614
DALYs (Disability-Adjusted Life Years),Madagascar,Both,All Ages,Nutritional deficiencies,Percent,1995,0.09127485035939749,0.10913431560416774,0.07488977692173863
DALYs (Disability-Adjusted Life Years),Algeria,Both,All Ages,Nutritional deficiencies,Percent,1995,0.01558062049257272,0.02156845281423858,0.01103148469080717
DALYs (Disability-Adjusted Life Years),Palau,Both,All Ages,Nutritional deficiencies,Percent,1995,0.011301162729747606,0.01603672495864928,0.007668758937153074
DALYs (Disability-Adjusted Life Years),Slovenia,Both,All Ages,Nutritional deficiencies,Percent,1995,0.005104061388141324,0.007219902414241358,0.003351214079885679
DALYs (Disability-Adjusted Life Years),Japan,Both,All Ages,Nutritional deficiencies,Percent,1995,0.00852055791026891,0.011390951048420674,0.006219236442689607
DALYs (Disability-Adjusted Life Years),Solomon Islands,Both,All Ages,Nutritional deficiencies,Percent,2000,0.02305517504268318,0.029959302459106423,0.017166910493948022
DALYs (Disability-Adjusted Life Years),Italy,Both,All Ages,Nutritional deficiencies,Percent,1995,0.005162421903188558,0.007459819247295312,0.0034856476899418074
DALYs (Disability-Adjusted Life Years),Bangladesh,Both,All Ages,Nutritional deficiencies,Percent,1995,0.06461962751138917,0.07455462509497408,0.055264842980408964
DALYs (Disability-Adjusted Life Years),Sao Tome and Principe,Both,All Ages,Nutritional deficiencies,Percent,1995,0.047293158124200825,0.061203031403701535,0.035155749549530796
DALYs (Disability-Adjusted Life Years),Sierra Leone,Both,All Ages,Nutritional deficiencies,Percent,1990,0.04837276351913022,0.06979301795482312,0.03266904889170701
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,All Ages,Nutritional deficiencies,Percent,1995,0.013904060702141485,0.019835125304688006,0.009395730107631986
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Nutritional deficiencies,Percent,1995,0.028016493026535905,0.0304798239463669,0.025656797459149887
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,All Ages,Nutritional deficiencies,Percent,1995,0.020899232049283924,0.029020880485259387,0.0145994468893007
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All Ages,Nutritional deficiencies,Percent,1995,0.017885736325158164,0.02343895233670841,0.013339433420955314
DALYs (Disability-Adjusted Life Years),Malawi,Both,All Ages,Nutritional deficiencies,Percent,1995,0.0399931843378802,0.05507958825230539,0.028571679955078855
DALYs (Disability-Adjusted Life Years),Mauritius,Both,All Ages,Nutritional deficiencies,Percent,1990,0.018824233701284884,0.02424386655772506,0.014239321999683596
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,All Ages,Nutritional deficiencies,Percent,1995,0.025473918645472254,0.0390846985201211,0.016977974818123867
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,All Ages,Nutritional deficiencies,Percent,2000,0.2517804920923297,0.4995253936051982,0.09491155999073864
DALYs (Disability-Adjusted Life Years),Northern Mariana Islands,Both,All Ages,Nutritional deficiencies,Percent,1995,0.016644868638946833,0.022010500263093966,0.011906858893019677
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,All Ages,Nutritional deficiencies,Percent,2000,0.013190281196396458,0.01810843640622603,0.009311871397921636
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Nutritional deficiencies,Percent,1995,0.022199237457342907,0.025855478772799628,0.018734491614003767
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All Ages,Nutritional deficiencies,Percent,1995,0.009319685485593431,0.012620504204541081,0.006779347953665172
DALYs (Disability-Adjusted Life Years),Maldives,Both,All Ages,Nutritional deficiencies,Percent,1995,0.04264869670552926,0.055640571751232624,0.030980172164821212
DALYs (Disability-Adjusted Life Years),Saint Lucia,Both,All Ages,Nutritional deficiencies,Percent,1995,0.02343799675313287,0.029419856890108308,0.018730713698163707
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004909586700375795,0.006649417140791143,0.0034237248894402523
DALYs (Disability-Adjusted Life Years),Tonga,Both,All Ages,Nutritional deficiencies,Percent,2000,0.022034956372595473,0.02784794709169955,0.017042803749076456
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,All Ages,Nutritional deficiencies,Percent,1995,0.004397332703245019,0.005709202814611317,0.003293546162328186
DALYs (Disability-Adjusted Life Years),Gambia,Both,All Ages,Nutritional deficiencies,Percent,1990,0.04815300949623348,0.06154468925153162,0.036205119274132704
DALYs (Disability-Adjusted Life Years),Nicaragua,Both,All Ages,Nutritional deficiencies,Percent,1995,0.033119161129159205,0.04031927197358521,0.02714385863300361
DALYs (Disability-Adjusted Life Years),Oman,Both,All Ages,Nutritional deficiencies,Percent,1995,0.02475335709179881,0.032384049087485434,0.019047824101320162
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All Ages,Nutritional deficiencies,Percent,1990,0.05855290703706694,0.0892758056488321,0.03848786703956249
DALYs (Disability-Adjusted Life Years),Cyprus,Both,All Ages,Nutritional deficiencies,Percent,1995,0.004927553013196428,0.006598331013942527,0.0035735402160584004
DALYs (Disability-Adjusted Life Years),Montenegro,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0067200893743220805,0.009426315914321665,0.004657049311640567
DALYs (Disability-Adjusted Life Years),Mauritius,Both,All Ages,Nutritional deficiencies,Percent,1995,0.015387112875633172,0.020399771283466244,0.011319164248987558
DALYs (Disability-Adjusted Life Years),Greenland,Both,All Ages,Nutritional deficiencies,Percent,1995,0.00506960436031267,0.007238913488481443,0.003459957797332559
DALYs (Disability-Adjusted Life Years),Senegal,Both,All Ages,Nutritional deficiencies,Percent,1995,0.034318336900740064,0.045708793423429366,0.024783699951976483
DALYs (Disability-Adjusted Life Years),Cambodia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03243007126733852,0.04293679177020547,0.022735879303999208
DALYs (Disability-Adjusted Life Years),Gambia,Both,All Ages,Nutritional deficiencies,Percent,1995,0.04854193911243598,0.0622109510761687,0.03699808562460924
DALYs (Disability-Adjusted Life Years),Timor-Leste,Both,All Ages,Nutritional deficiencies,Percent,2000,0.050218043655953996,0.07844294133228752,0.02250953112648759
DALYs (Disability-Adjusted Life Years),Fiji,Both,All Ages,Nutritional deficiencies,Percent,1995,0.0213986404981213,0.027696501527253857,0.016360592111619773
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,All Ages,Nutritional deficiencies,Percent,2000,0.007595718671742852,0.010500625950326494,0.005457214919105962
DALYs (Disability-Adjusted Life Years),Nepal,Both,All Ages,Nutritional deficiencies,Percent,2000,0.037940751437957415,0.048068040851561245,0.029773946724697683
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All Ages,Nutritional deficiencies,Percent,2000,0.01246867906250605,0.016649968679604894,0.009208467498952128
DALYs (Disability-Adjusted Life Years),Panama,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0337490809908943,0.03886687883022241,0.02938631854165249
DALYs (Disability-Adjusted Life Years),Saint Vincent and the Grenadines,Both,All Ages,Nutritional deficiencies,Percent,1995,0.028090127073645502,0.03353506105918915,0.02368868889300156
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.008405040363297728,0.011238825941639954,0.006077888322687314
DALYs (Disability-Adjusted Life Years),Sierra Leone,Both,All Ages,Nutritional deficiencies,Percent,1995,0.04577926683246036,0.06476688421007318,0.03067169496637966
DALYs (Disability-Adjusted Life Years),Guam,Both,All Ages,Nutritional deficiencies,Percent,2000,0.016221252884581892,0.021132998202246758,0.012032510928661273
DALYs (Disability-Adjusted Life Years),Iraq,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0157933527549351,0.021129555008609482,0.011638682395762167
DALYs (Disability-Adjusted Life Years),Ukraine,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004132775769414098,0.005469401084344692,0.003063555879414911
DALYs (Disability-Adjusted Life Years),Viet Nam,Both,All Ages,Nutritional deficiencies,Percent,2000,0.01735846401226092,0.022719009008218227,0.01289054506777412
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,All Ages,Nutritional deficiencies,Percent,1995,0.007490515655188169,0.010449280402109021,0.0050369547911510715
DALYs (Disability-Adjusted Life Years),Burundi,Both,All Ages,Nutritional deficiencies,Percent,2000,0.036184179979888945,0.05653501668631086,0.022254969738164054
DALYs (Disability-Adjusted Life Years),Saint Kitts and Nevis,Both,All Ages,Nutritional deficiencies,Percent,1995,0.02284900189093433,0.026646141521281717,0.019799668022219535
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All Ages,Nutritional deficiencies,Percent,2000,0.024345934840170193,0.032116572216416145,0.018093698249100294
DALYs (Disability-Adjusted Life Years),Ecuador,Both,All Ages,Nutritional deficiencies,Percent,2000,0.024496032343655424,0.02750269471536559,0.02160119387618373
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,All Ages,Nutritional deficiencies,Percent,2000,0.02209823035470796,0.027146843359446192,0.018086436116224583
DALYs (Disability-Adjusted Life Years),Eswatini,Both,All Ages,Nutritional deficiencies,Percent,2000,0.016113961371389342,0.024164602538194673,0.010293966928970643
DALYs (Disability-Adjusted Life Years),Jordan,Both,All Ages,Nutritional deficiencies,Percent,2000,0.015169979527449511,0.021056476447052767,0.010655109651231605
DALYs (Disability-Adjusted Life Years),Kiribati,Both,All Ages,Nutritional deficiencies,Percent,1995,0.04490623175060473,0.05467374157428463,0.03562085228050688
DALYs (Disability-Adjusted Life Years),Guinea,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03979669309728353,0.053166615447569905,0.028601176377422554
DALYs (Disability-Adjusted Life Years),Malta,Both,All Ages,Nutritional deficiencies,Percent,1995,0.005023731978885971,0.006793949643316367,0.00348928155395907
DALYs (Disability-Adjusted Life Years),Pakistan,Both,All Ages,Nutritional deficiencies,Percent,2000,0.030961250851086232,0.03919417401257546,0.02428472573538953
DALYs (Disability-Adjusted Life Years),Turkey,Both,All Ages,Nutritional deficiencies,Percent,2000,0.015356430238443203,0.020641189271037395,0.011302642455080126
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All Ages,Nutritional deficiencies,Percent,1995,0.05380361512564146,0.08003853399019392,0.036671735736860965
DALYs (Disability-Adjusted Life Years),Norway,Both,All Ages,Nutritional deficiencies,Percent,2000,0.00386759653083595,0.005233430053021162,0.0027816198859857374
DALYs (Disability-Adjusted Life Years),Bahrain,Both,All Ages,Nutritional deficiencies,Percent,1995,0.016269996377251444,0.02227270858863008,0.011446163564808483
DALYs (Disability-Adjusted Life Years),Indonesia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.025823555097668774,0.03184239947243864,0.02092538591923599
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Nutritional deficiencies,Percent,2000,0.00984576416143344,0.01397832472077006,0.006644843028316326
DALYs (Disability-Adjusted Life Years),Vanuatu,Both,All Ages,Nutritional deficiencies,Percent,2000,0.024993646396486796,0.031843083581138264,0.019190437292949523
DALYs (Disability-Adjusted Life Years),Bhutan,Both,All Ages,Nutritional deficiencies,Percent,1995,0.03890388760064913,0.056380658854144186,0.02611702393068235
DALYs (Disability-Adjusted Life Years),Australia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.003798318867004997,0.005284775328766688,0.0027019320348166584
DALYs (Disability-Adjusted Life Years),France,Both,All Ages,Nutritional deficiencies,Percent,2000,0.006948584308407161,0.008415729459584197,0.005660281007079552
DALYs (Disability-Adjusted Life Years),Seychelles,Both,All Ages,Nutritional deficiencies,Percent,2000,0.014292912012187332,0.01877013710072063,0.010560675146914568
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All Ages,Nutritional deficiencies,Percent,2000,0.030795262936064674,0.04529077727638334,0.020882065897282805
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All Ages,Nutritional deficiencies,Percent,2000,0.016957731328891418,0.019441560259629564,0.01495900892376822
DALYs (Disability-Adjusted Life Years),Poland,Both,All Ages,Nutritional deficiencies,Percent,2000,0.006543268836305473,0.009086699529702558,0.004507227322898535
DALYs (Disability-Adjusted Life Years),Qatar,Both,All Ages,Nutritional deficiencies,Percent,1995,0.010951281729580018,0.015384163516379548,0.007541143516447739
DALYs (Disability-Adjusted Life Years),Armenia,Both,All Ages,Nutritional deficiencies,Percent,1995,0.013368126647374329,0.01774144047823316,0.010010756663732813
DALYs (Disability-Adjusted Life Years),Finland,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0034845048459390382,0.004623688586207369,0.0024568523364001038
DALYs (Disability-Adjusted Life Years),Canada,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0036153454393936845,0.004730258386292175,0.0027760764748431775
DALYs (Disability-Adjusted Life Years),Djibouti,Both,All Ages,Nutritional deficiencies,Percent,2000,0.08686647466493792,0.1311978449685698,0.048838075439242824
DALYs (Disability-Adjusted Life Years),Peru,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03141031937970404,0.03693236461097177,0.02646384385103691
DALYs (Disability-Adjusted Life Years),Germany,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0036303365966600678,0.004835587959335838,0.0025896123428528063
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03949610933063061,0.05022764643995597,0.030192773943505717
DALYs (Disability-Adjusted Life Years),Fiji,Both,All Ages,Nutritional deficiencies,Percent,2000,0.02056021857936533,0.02654495705367041,0.01584247217301013
DALYs (Disability-Adjusted Life Years),Zimbabwe,Both,All Ages,Nutritional deficiencies,Percent,2000,0.013542764258125738,0.018487443879201898,0.009551562257477664
DALYs (Disability-Adjusted Life Years),Comoros,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0397241301237295,0.05246498556490671,0.02867715218161372
DALYs (Disability-Adjusted Life Years),New Zealand,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0038503662160641956,0.005307472793726403,0.002727836817993604
DALYs (Disability-Adjusted Life Years),Eritrea,Both,All Ages,Nutritional deficiencies,Percent,2000,0.06436459796229645,0.08564353697393812,0.045743333415088266
DALYs (Disability-Adjusted Life Years),Liberia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03283814689018936,0.048532660629743096,0.021678111288252984
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,All Ages,Nutritional deficiencies,Percent,2000,0.024620749743823875,0.03357195373758715,0.017386057248036532
DALYs (Disability-Adjusted Life Years),Armenia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.012755395699558759,0.017074524199474805,0.009441861012434615
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,All Ages,Nutritional deficiencies,Percent,2000,0.023396398633942002,0.03442735869339431,0.016238935496057188
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Nutritional deficiencies,Percent,2000,0.002955350274180305,0.004135372079160562,0.0019963161883386747
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,All Ages,Nutritional deficiencies,Percent,2000,0.008981525415883533,0.012258791445608968,0.006303105703665747
DALYs (Disability-Adjusted Life Years),Marshall Islands,Both,All Ages,Nutritional deficiencies,Percent,2000,0.024567114638867425,0.03185604628128709,0.0190718636007048
DALYs (Disability-Adjusted Life Years),Romania,Both,All Ages,Nutritional deficiencies,Percent,2000,0.006060900226384026,0.008442621664469735,0.00411578330833099
DALYs (Disability-Adjusted Life Years),United Arab Emirates,Both,All Ages,Nutritional deficiencies,Percent,2000,0.012032220744999598,0.016732667993147304,0.008315210652608717
DALYs (Disability-Adjusted Life Years),Somalia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0700401232821011,0.10649804339658771,0.04409661171572265
DALYs (Disability-Adjusted Life Years),Tuvalu,Both,All Ages,Nutritional deficiencies,Percent,2000,0.018222981908606408,0.023285548597962905,0.013909180959358692
DALYs (Disability-Adjusted Life Years),Kuwait,Both,All Ages,Nutritional deficiencies,Percent,2000,0.013199398861307558,0.017543948554719406,0.00958266785104154
DALYs (Disability-Adjusted Life Years),Uganda,Both,All Ages,Nutritional deficiencies,Percent,2000,0.029294611565976073,0.04095306207288896,0.020271574708720472
DALYs (Disability-Adjusted Life Years),Burkina Faso,Both,All Ages,Nutritional deficiencies,Percent,2000,0.04226459478150875,0.0563423199039567,0.030888567036081543
DALYs (Disability-Adjusted Life Years),Portugal,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004671924141912425,0.006223012068230685,0.0034691373247968276
DALYs (Disability-Adjusted Life Years),Mali,Both,All Ages,Nutritional deficiencies,Percent,2000,0.07756570590791927,0.11055108106286189,0.051366752298364994
DALYs (Disability-Adjusted Life Years),Egypt,Both,All Ages,Nutritional deficiencies,Percent,1995,0.014162916242896765,0.01898608411679953,0.010555524850614242
DALYs (Disability-Adjusted Life Years),Brazil,Both,All Ages,Nutritional deficiencies,Percent,2000,0.02467112311284232,0.028932693906413377,0.02117799675839229
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Nutritional deficiencies,Percent,1995,0.0530200122142112,0.0669725135160968,0.04078062790814827
DALYs (Disability-Adjusted Life Years),Malaysia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.02424748635178527,0.03145539937408893,0.018145246501335432
DALYs (Disability-Adjusted Life Years),Grenada,Both,All Ages,Nutritional deficiencies,Percent,2000,0.01827452055948548,0.02333722472681725,0.01413640354614586
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,All Ages,Nutritional deficiencies,Percent,1995,0.00486464820053117,0.006762879835087476,0.003245517225922333
DALYs (Disability-Adjusted Life Years),Angola,Both,All Ages,Nutritional deficiencies,Percent,2000,0.055658854226899465,0.09108973611978337,0.03473800556127478
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,All Ages,Nutritional deficiencies,Percent,2000,0.021413793742271238,0.027882900996204763,0.016252403832797024
DALYs (Disability-Adjusted Life Years),Switzerland,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0036353367448709478,0.004723096451536503,0.0026764309009382576
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All Ages,Nutritional deficiencies,Percent,1995,0.008133779016900818,0.010528152805869403,0.006030569252838249
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004659630566183993,0.0065595355950117075,0.0031508430423963178
DALYs (Disability-Adjusted Life Years),Azerbaijan,Both,All Ages,Nutritional deficiencies,Percent,2000,0.014629687597339338,0.01956639355095684,0.010777487022446165
DALYs (Disability-Adjusted Life Years),Benin,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03406106553111378,0.0484637561519176,0.02380332626785884
DALYs (Disability-Adjusted Life Years),Azerbaijan,Both,All Ages,Nutritional deficiencies,Percent,1995,0.014368861044286182,0.01872075000584266,0.010813611908796122
DALYs (Disability-Adjusted Life Years),Zambia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03440093832836275,0.04606095849934708,0.025499293076092687
DALYs (Disability-Adjusted Life Years),Yemen,Both,All Ages,Nutritional deficiencies,Percent,2000,0.037693276168710786,0.07635202926832073,0.022621878753252812
DALYs (Disability-Adjusted Life Years),Kiribati,Both,All Ages,Nutritional deficiencies,Percent,2000,0.04264381491438728,0.05259824600308642,0.033956829076200686
DALYs (Disability-Adjusted Life Years),Cameroon,Both,All Ages,Nutritional deficiencies,Percent,2000,0.017170516463091125,0.023350818794179957,0.012470786315233729
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,All Ages,Nutritional deficiencies,Percent,2000,0.013419469308183487,0.01787335575773416,0.010098554426907831
DALYs (Disability-Adjusted Life Years),Monaco,Both,All Ages,Nutritional deficiencies,Percent,2000,0.002868933121489881,0.003944785619212959,0.00199132822587623
DALYs (Disability-Adjusted Life Years),United States of America,Both,All Ages,Nutritional deficiencies,Percent,2000,0.003281304610229809,0.0040968780374092285,0.0025901768223376876
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,All Ages,Nutritional deficiencies,Percent,2000,0.027069102086312063,0.037200473288245856,0.019093564190557504
DALYs (Disability-Adjusted Life Years),Mauritania,Both,All Ages,Nutritional deficiencies,Percent,2000,0.04401306993185287,0.0784841667400033,0.02785050235766447
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All Ages,Nutritional deficiencies,Percent,2000,0.008377937843227198,0.011520079673571626,0.005933638219677263
DALYs (Disability-Adjusted Life Years),Nauru,Both,All Ages,Nutritional deficiencies,Percent,2000,0.026048232975249788,0.036083287185758636,0.0186668343058785
DALYs (Disability-Adjusted Life Years),Spain,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004717110404213395,0.006419902688489982,0.003438874331963128
DALYs (Disability-Adjusted Life Years),Iceland,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004085760502641837,0.005460289798685869,0.0029398408232754105
DALYs (Disability-Adjusted Life Years),Barbados,Both,All Ages,Nutritional deficiencies,Percent,2000,0.01082285090202276,0.0141697160847373,0.008310976804881158
DALYs (Disability-Adjusted Life Years),South Sudan,Both,All Ages,Nutritional deficiencies,Percent,2000,0.09716689275163445,0.1419365986169382,0.05653754380139598
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004863992092111036,0.006284400199876833,0.0035495717644420887
DALYs (Disability-Adjusted Life Years),Croatia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0036057355388779363,0.005193721082863215,0.0024041884519008143
DALYs (Disability-Adjusted Life Years),Georgia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.009801797189506481,0.013676866799571556,0.006823827699475296
DALYs (Disability-Adjusted Life Years),Albania,Both,All Ages,Nutritional deficiencies,Percent,2000,0.014349885622478405,0.01873619643622855,0.010746968328039123
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0328882175403533,0.04302574886709055,0.024747497934216565
DALYs (Disability-Adjusted Life Years),Georgia,Both,All Ages,Nutritional deficiencies,Percent,1995,0.010742356782328056,0.015041777979302612,0.007531174665331388
DALYs (Disability-Adjusted Life Years),Maldives,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03564146714864837,0.045621932335970034,0.02710518496697336
DALYs (Disability-Adjusted Life Years),Croatia,Both,All Ages,Nutritional deficiencies,Percent,1995,0.003916501218743356,0.005678392713372146,0.0026136901672128795
DALYs (Disability-Adjusted Life Years),American Samoa,Both,All Ages,Nutritional deficiencies,Percent,2000,0.020809772561191518,0.026259460830753232,0.016314714510901242
DALYs (Disability-Adjusted Life Years),El Salvador,Both,All Ages,Nutritional deficiencies,Percent,2000,0.01647950658839913,0.019688213165893417,0.013934505745470574
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0517009982664134,0.06975774662953985,0.03677935737972808
DALYs (Disability-Adjusted Life Years),Niger,Both,All Ages,Nutritional deficiencies,Percent,2000,0.03923884506321335,0.05552386973660085,0.026679096143278375
DALYs (Disability-Adjusted Life Years),Guyana,Both,All Ages,Nutritional deficiencies,Percent,2000,0.02960275687313374,0.03564930402911692,0.024582713382314356
DALYs (Disability-Adjusted Life Years),Congo,Both,All Ages,Nutritional deficiencies,Percent,2000,0.02312551169371603,0.031472009668626844,0.016805150083431405
DALYs (Disability-Adjusted Life Years),Niue,Both,All Ages,Nutritional deficiencies,Percent,2000,0.014820916683013417,0.0199797137230202,0.011044036303806438
DALYs (Disability-Adjusted Life Years),Belize,Both,All Ages,Nutritional deficiencies,Percent,2000,0.026961558187615278,0.032645620048214995,0.022119143245244482
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,All Ages,Nutritional deficiencies,Percent,2000,0.01965596164487231,0.024987759096226428,0.01517287519726152
DALYs (Disability-Adjusted Life Years),Palau,Both,All Ages,Nutritional deficiencies,Percent,2000,0.00969649931442639,0.013737868966223853,0.006504988314694412
DALYs (Disability-Adjusted Life Years),Serbia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.005889344918457624,0.00829959992229362,0.003933040765060613
DALYs (Disability-Adjusted Life Years),Botswana,Both,All Ages,Nutritional deficiencies,Percent,2000,0.011890896423992232,0.016016387449424893,0.008689682404391363
DALYs (Disability-Adjusted Life Years),Andorra,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004084735602401056,0.005601017734012779,0.002886419092171157
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Nutritional deficiencies,Percent,2000,0.012407567961790288,0.015372161674689973,0.010308095296939754
DALYs (Disability-Adjusted Life Years),Guatemala,Both,All Ages,Nutritional deficiencies,Percent,2000,0.040168517080388884,0.04294359695167262,0.03740012652548153
DALYs (Disability-Adjusted Life Years),Honduras,Both,All Ages,Nutritional deficiencies,Percent,2000,0.018774054575972636,0.023704687218914774,0.014564252026398227
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Nutritional deficiencies,Percent,2000,0.0165655739969939,0.019200411687214116,0.014521506902788172
DALYs (Disability-Adjusted Life Years),Ireland,Both,All Ages,Nutritional deficiencies,Percent,2000,0.003963664316401778,0.0053648001962944844,0.002859843725328089
DALYs (Disability-Adjusted Life Years),Kenya,Both,All Ages,Nutritional deficiencies,Percent,2000,0.025761611813661545,0.033144933940892636,0.02035672050971458
DALYs (Disability-Adjusted Life Years),Israel,Both,All Ages,Nutritional deficiencies,Percent,2000,0.006491376429795177,0.009032964985053018,0.004614955205101665
DALYs (Disability-Adjusted Life Years),Sweden,Both,All Ages,Nutritional deficiencies,Percent,2000,0.004272030311757752,0.005637514764909327,0.003156234638163465
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All Ages,Nutritional deficiencies,Percent,2000,0.008439829928661026,0.011846703788780957,0.006106313210507302
DALYs (Disability-Adjusted Life Years),Northern Mariana Islands,Both,All Ages,Nutritional deficiencies,Percent,2000,0.015454060483489903,0.0204426495731936,0.011344376265055103
DALYs (Disability-Adjusted Life Years),Suriname,Both,All Ages,Nutritional deficiencies,Percent,2000,0.01907788032461418,0.024258263971748642,0.014913583619782218
DALYs (Disability-Adjusted Life Years),Cuba,Both,All Ages,Nutritional deficiencies,Percent,2000,0.012243567444303164,0.016395098430274292,0.008702029341232079
DALYs (Disability-Adjusted Life Years),Nigeria,Both,All Ages,Nutritional deficiencies,Percent,2000,0.017303938977490142,0.02272830106696659,0.013312044889237519
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All Ages,Nutritional deficiencies,Percent,2000,0.009309003194856173,0.012389575620972352,0.006921859970567996
DALYs (Disability-Adjusted Life Years),Lesotho,Both,All Ages,Nutritional deficiencies,Percent,2000,0.014316740738894199,0.01942949938984375,0.010432743428544456
